ax_mean,ax_std,ax_min,ax_max,ax_energy,ay_mean,ay_std,ay_min,ay_max,ay_energy,az_mean,az_std,az_min,az_max,az_energy,gx_mean,gx_std,gx_min,gx_max,gx_energy,gy_mean,gy_std,gy_min,gy_max,gy_energy,gz_mean,gz_std,gz_min,gz_max,gz_energy,sma,label
-102.22,67.98604349830018,-296,128,15047.92,-1388.92,112.41824991776407,-1652,-780,1941673.44,15117.66,116.17299697490229,14724,15600,228557072.6,-204.345,99.97852018052396,-627,204,51702.605,8.755,27.321186120944247,-50,118,819.365,-201.075,43.25127441698646,-326,-8,42292.475,5537.866666666667,0
-92.26,68.18252477,-328,128,13137.52,-1408.42,97.90767674615277,-1728,-1144,1993184.88,15114.72,112.80882391802888,14776,15768,228467422.9,-193.66,82.08400159,-436,29,44208.29,8.365,27.3404329,-87,89,813.735,-205.12,41.370073907057225,-327,-72,43777.14,5540.013333333333,0
-96.52,74.74209996740585,-328,156,14874.56,-1453.42,98.49512703809897,-1740,-1160,2122082.48,15119.42,110.96463106203556,14776,15768,228609112.7,-192.965,85.65575471959204,-436,29,44535.715,8.53,32.32776705269118,-87,221,1112.62,-209.315,44.76421505788685,-350,-72,45806.585,5558.1866666666665,0
-106.28,116.91822336476837,-1376,156,24896.96,-1505.62,91.56866111553921,-1812,-1276,2275234.48,15124.2,100.1761263046592,14864,15456,228751410.7,-195.78,86.25288051413081,-538,38,45732.17,7.03,32.56426348439969,-72,221,1104.55,-209.34,42.55985321318247,-350,-50,45625.52,5580.86,0
396.7,616.3254948303611,-1376,1808,535328.72,-1973.52,568.9499537298921,-3200,-988,4216866.72,15036.94,317.6648409185047,12632,16584,226209971,-222.92,485.7916645,-1789,5242,284506.9,-17.865,362.01409891614765,-1172,3929,130718.095,-220.565,179.58253033356286,-1069,1684,80737.555,5842.28,0
960.96,348.07224803084523,-516,1808,1043992.64,-2601.24,405.5112566828231,-3200,-988,6930066.72,14963.7,334.9058369123923,12632,16584,224023918.8,-203.36,505.30696218254377,-1789,5242,295413.74,-7.57,366.7925558063779,-1172,3929,133921.4,-229.725,186.5429730086193,-1069,1684,87397.865,6177.446666666667,0
950.16,130.26318315019833,444,1276,919687.68,-2767.28,140.31623150626802,-3196,-2392,7677428.8,14963.56,203.06546806783285,14372,15556,223949157.3,-183.755,208.55226011962813,-713,380,77042.475,18.825,83.73099049243488,-224,355,7330.205,-214.38,72.81611451226519,-451,-18,51234.46,6227,0
981.64,144.36870162902432,592,1864,984355.2,2330.3,176.22299144427166,1796,3196,5461197.36,14993.26,115.9633125141147,14104,15368,224811225.7,-217.09,139.65928353456113,-1585,401,66535.26,19.56,173.81260167925848,-531,1731,30442.36,-205.81,65.69385292063322,-516,61,46651.86,6101.733333333334,0
943.74,62.19706403,772,1152,894494.32,2260.7,58.78014569255668,2116,2428,5114202.32,14998.2,81.52688615315284,14776,15216,224952616.6,-205.555,24.970675766610842,-271,-139,42873.275,7.14,21.743373044603356,-46,61,521.39,-207.695,27.324625354316733,-282,-128,43880.115,6067.546666666667,0
917.32,63.78243169529384,760,1152,845523.84,2256.56,57.990524264940156,2128,2400,5095409.12,14996.02,83.05183705,14776,15216,224887479,-202.305,23.561146259580127,-271,-139,41479.665,7.55,21.477755233013674,-54,59,515.99,-209.235,22.620082130219807,-282,-147,44288.395,6056.633333333333,0
904.16,62.94844664225931,744,1084,821448,2262.54,63.50205472875559,2068,2436,5123099.6,14991.5,91.93393957745505,14796,15180,224753481.8,-202.78,27.157304652338006,-302,-118,41853.56,9.53,25.711759427630028,-63,76,748.61,-208.58,39.26464263,-353,-42,45039.62,6052.733333333334,0
885.28,71.22955741296047,704,1084,788768.96,2208.8,89.98313633,1988,2436,4886853.92,15003.14,102.03625525730878,14640,15248,225104569.2,-205.86,35.494643944456165,-310,-118,43631.91,8.415,33.18582937575591,-91,164,1166.605,-205.51,52.172499928062855,-353,1,44942.72,6032.406666666667,0
883.34,75.19625511898579,704,1092,785915.76,2151,73.17274941042879,1988,2376,4632128.48,15013.58,98.12546373478104,14640,15248,225417164.9,-203.305,36.48200458159416,-310,-75,42657.205,6.485,34.76814482,-91,164,1244.835,-204.67,45.50576859,-335,1,43950.23,6015.973333333333,0
909.14,67.92887501130508,704,1096,831126.8,2137.62,64.03779976697338,2008,2284,4573499.6,15011.4,87.92481941605983,14784,15208,225349822.1,-202.765,28.70189486504717,-304,-75,41933.325,10.045,27.439160201486015,-72,144,850.045,-204.845,30.167721693240345,-335,-111,42867.015,6019.386666666666,0
1476.72,957.0708041838417,768,3632,3092106.56,1765.12,702.9007132328978,-48,2340,3607247.68,15013.8,240.6890443713673,14408,16960,225471832,-194.66,361.33265954556526,-1750,2360,167801,22.38,541.7919788,-2876,4603,292571.72,-188.66,151.8573265871323,-828,1003,58537.94,6085.373333333333,0
1511.74,960.7438556560769,708,3632,3203771.44,1817.96,744.1540868157771,-48,2516,3855975.04,15017.16,265.73923516396223,14408,16960,225585358.7,-220.805,417.0677216,-2068,2360,221830.605,-21.74,580.5021499793547,-2876,4603,335770.46,-187.2,161.30114786171714,-828,1003,60931.81,6115.78,0
1576.06,1157.9076244388705,708,4448,3818011.44,1665.74,888.1087875325086,-464,2516,3559483.28,14978.92,239.6321167055533,13848,15948,224425180.8,-212.465,348.89889793448685,-2161,1401,166263.165,-3.87,424.0793435,-2912,2386,178959.05,-206.905,119.94741718539518,-819,281,57125.125,6096.386666666666,0
1595.14,1128.8232412338737,852,4448,3812342.32,1449.74,755.2106781,-464,2012,2669237.52,15002.58,221.4281275682743,13848,15644,225126191.9,-186.7,280.08315348182157,-2161,1401,112911.23,40.93,367.55437173417556,-2912,2386,136096,-209.75,111.38004792321148,-819,124,56338.55,6038.633333333333,0
1016.88,66.87531036,844,1200,1038494.88,1798.18,66.32073430681369,1584,2004,3237827.76,15059.02,92.90617518192573,14808,15464,226782671.8,-205.19,37.40211882316711,-355,-83,43494.86,11.955,31.40580516385386,-111,95,1124.315,-205.035,45.38427521935245,-371,-63,44088.785,5958.026666666667,0
992.8,84.72574733401018,552,1212,992794.4,1715.66,116.13527201946519,1324,1904,2956909.2,15063.92,84.33954823797033,14816,15280,226928763.4,-201.47,48.973063050238274,-376,-48,42976.53,8.395,40.63489817569061,-142,254,1713.415,-205.805,69.56806417289343,-517,207,47171.215,5924.126666666667,0
1468.52,1223.2286011425936,552,5152,3645357.76,1465.88,642.6257580618934,-608,2316,2559707.2,15014.08,283.9420876617777,13728,16404,225502818.2,-241.41,400.03913363846175,-3251,636,217509.94,-51.57,502.3079548519391,-3392,2106,253711.18,-210.78,155.9684338634233,-983,690,68632.73,5992.08,0
1912.12,1146.533997155412,604,5152,4964170.4,1147.42,679.4190125194204,-944,2316,1775874.8,15018.16,346.74395633706644,13728,16404,225664760,-227.565,530.8696816256761,-3251,3248,332199.335,-19.89,667.1566064935128,-3392,3904,443268.06,-191.24,234.65358279727585,-1018,1198,91359.73,6038.3533333333335,0
2056.06,826.7802515309664,780,4132,4907530.48,870.76,732.0678651573089,-968,1696,1291466.72,15032.68,341.36424142934646,13208,16268,226097414.9,-176.235,539.3356138,-2689,3248,320487.265,50.61,621.4989724559639,-2373,3904,386891.04,-188.9,219.67900291472566,-1018,1198,83700.78,6053.9,0
2223,972.9298238881647,904,4132,5883588.48,845.82,814.4014095514552,-968,1704,1375344.88,14999.06,392.8744175174791,13208,17768,225125379.4,-196.595,527.4509012611562,-2794,2202,315463.025,11.16,553.2821251,-2197,2510,304715.05,-210.945,139.37138836386887,-731,390,63825.055,6090.386666666666,0
2233.5,778.5594673633515,928,4012,5591646.32,938.18,554.3552981463373,-360,1732,1185954.96,15018.42,322.0122404739847,13864,17768,225656112.7,-224.74,440.5357204643287,-2794,1324,243609.43,-21.245,456.2939136710749,-2179,2119,207614.465,-213.23,109.71913480662144,-722,103,57445.13,6071.82,0
2274.46,784.1667013316664,1164,4688,5785011.12,843.1,646.8014770806949,-1408,1732,1127078,15027.1,322.9027733003003,14064,18028,225917479.3,-217.44,487.0742479489912,-2030,2426,283335.27,-5.075,532.6669595761696,-2179,2828,282341.175,-199.11,188.39496067047588,-749,1932,74959.99,6101.5,0
2023.2,681.4213935428571,920,4688,4555351.68,957.82,587.6315527684378,-1408,1612,1261003.44,15053.48,484.3204736597764,12176,18028,226840653.6,-198.3,414.2650451561065,-2028,2426,210080.34,14.77,472.5808931844527,-1805,2828,222434.19,-196.51,179.24531882760022,-749,1932,70584.42,6059.886666666666,0
1789.14,160.6711439008637,920,2652,3226708.08,1113.64,102.12707819428947,792,1408,1250571.84,15085.74,396.81983608629974,12176,16848,227736230,-205.54,142.57903882253447,-992,599,62473.83,2.55,209.71784706334466,-960,1954,43768.17,-210.79,67.84201200557678,-448,18,49011.95,5996.173333333333,0
1805.18,87.60238862304105,1304,2016,3266310.64,1061.64,76.22784149571255,820,1348,1132861.12,15098.38,119.05767193352622,14804,15688,227975182.5,-207.17,48.611588460605944,-437,14,45270.68,2.24,91.65679045319503,-550,315,8363.98,-210.99,56.49307246185947,-398,-47,47692.29,5988.4,0
2149.74,642.1065303996756,1304,4236,5031621.36,658.7,804.1518332095446,-1972,1224,1077312.56,15066.18,251.47821788447555,14192,17240,227052704.9,-207.02,409.6903838916241,-2345,1708,209864.26,1.015,290.41814383115195,-1032,1654,83922.015,-214.03,181.51445282102077,-1392,1734,78591.6,6071.886666666666,0
2675.5,790.6554688,1712,4256,7780310.64,150.28,1028.9595279459509,-1972,1108,1076048,14993.12,299.91225785562733,13908,17240,224883145,-255.8,559.1337251615801,-3564,1708,376501.01,-30.19,420.67509025112116,-2962,1654,176994.13,-219.595,208.3869153942677,-1392,1734,91429.945,6213.74,0
3057.96,715.2119961221183,1540,4256,9860089.92,-483.96,1141.0385106621382,-1980,1208,1529676.32,14896.88,311.5283537270394,13068,16072,222013598.4,-206.035,612.9883664983469,-3564,5883,416326.385,2.56,462.1335450574181,-2962,2579,212506.13,-205.305,163.64771568600105,-841,401,68796.815,6371.48,0
2913.32,537.4058081,1540,4172,8774794.4,-187.88,1070.414406014332,-1980,1208,1175356.96,14938.66,270.42740115691385,13068,16072,223236327.9,-154.885,474.8190893520029,-1032,5883,248315.265,35.485,341.91500277203835,-1024,2579,117580.525,-200.305,125.47230159416334,-612,378,55786.675,6275.46,0
3033.8,698.7926127098722,2360,4656,9689812,-286.2,1358.3203195315386,-2704,816,1917719.36,14905.04,282.7037414452375,13944,16648,222239739.2,-255.89,376.4982504113586,-3101,314,206521.87,-25.835,263.2011054012162,-2877,344,69595.895,-211.465,91.27978291409451,-631,546,53007.785,6355.706666666667,0
3183.74,687.1959866152454,2260,4656,10606077.52,-503.24,1503.5815942117213,-2704,1048,2502704.32,14850.78,325.44814344277916,13944,16648,220651053.5,-186.41,488.9999454326819,-3101,1696,272674.03,0.535,324.1193228615988,-2877,1820,104528.355,-220.235,137.14277406187662,-1142,546,67217.555,6465.573333333334,0
2849.56,333.33105821669136,2260,4176,8230546.24,553.56,950.2637594175163,-2568,1052,1204914.88,14952.8,212.4430754378865,13968,16548,223631134.2,-129.915,304.1095210263804,-385,1696,108898.095,35.42,204.78691855206537,-523,1820,42982.57,-215.6,109.77912955763568,-1142,331,58474.56,6268.96,0
1359.44,540.4311013222517,560,2184,2138682.56,-2006.72,572.8554252963459,-2900,-236,4353447.68,15061.4,133.26891241049196,14720,15468,226863441.8,-169.405,160.1540119,-741,606,54219.115,-13.54,78.92721919368655,-285,244,6381.69,-226.27,74.70253976429571,-603,0,56750.68,6142.52,1
2101.86,321.2492893838806,1424,2736,4520500.56,107.94,2105.8388310389655,-2636,4156,4424035.44,14986.82,225.7682531282975,14412,15608,224655490.2,-109.055,545.6243410836017,-1750,2904,308110.385,-14.835,112.6273607385642,-479,307,12841.575,-234.65,119.45347699346866,-646,211,69258.41,6327.246666666667,1
2670.16,369.6421390409566,1888,3332,7265706.56,-866.34,3380.5037304755033,-6912,4156,12121211.44,14670.16,472.4778843033596,13324,15608,215435713.6,-327.48,639.8872542022167,-2112,2904,514651.57,-23.895,112.88182095675354,-479,307,13249.565,-243.92,119.02009289427905,-646,211,73591.92,6750.54,1
3362.84,495.259228,2396,4736,11552748.16,-5240.24,2708.3228102689527,-9476,932,34758452.64,13835.68,909.4661406036635,11568,15596,192249034.1,-302.585,609.6821173332706,-2542,2429,461411.405,-34.895,111.09651729815339,-508,278,13498.385,-212.47,111.29267449830166,-539,177,57467.63,7494.24,1
3654.76,1105.4777372419983,964,5048,14573241.28,-4777.92,2549.006009,-9476,-1376,29293464,13933.5,938.0182199214057,11568,15948,195017901,-102.05,533.4819984906405,-2542,2429,293594.23,58.475,281.2378942118283,-508,1358,82118.605,-194.64,107.38813462057357,-543,177,49359.28,7455.393333333333,1
2543.56,1494.3692393506994,964,5048,8691671.2,-2269.92,602.8984544114028,-3664,-1376,5514205.92,14876.66,361.98576334480555,14000,15948,221445391.3,-181.56,248.12698645458778,-1485,674,94223.2,75.655,291.4311351031967,-875,1358,90231.125,-216.795,94.81753423810902,-829,-22,55945.485,6563.38,1
1756.64,350.50904890863256,992,2428,3208026.4,-1661.72,865.3544668902068,-2848,1572,3506407.52,15088.12,141.42244212174526,14728,15528,227671265.4,-126.46,389.22777354460777,-623,3133,166732.9,-19.6,158.5700232115343,-875,622,25402.89,-208.245,89.02873442189224,-829,-9,51252.465,6218.92,1
2095.8,236.43168082660256,1588,2924,4447998.08,1667.28,3448.0290957044026,-2416,7008,14609282.72,14629.12,608.5325834543522,12812,15420,214379612.3,17.03,505.9508279,-937,3133,254996.33,-15.6,153.92225408142752,-656,756,23816.96,-222.245,101.69223929417288,-604,38,59682.445,6655.44,1
2281.14,372.94996821821803,1524,3300,5341995.92,3197.24,3046.8295775730335,-3980,7760,19459098.24,14409.46,615.1746970899393,12812,15980,208009085.2,-320.12,703.1049841193471,-2901,2127,594361.65,-34.055,263.42153766831154,-984,1015,70203.695,-237.15,161.4809524060028,-710,482,82185.84,6841.506666666667,1
3048.32,788.2109617361364,1524,4284,9910424.96,-2258.54,4862.609398172547,-9844,7760,28627748.24,14039.18,1037.9987933882085,11460,15980,198170629.4,-387.37,977.6039538344573,-3323,3306,1100986.46,-49.135,254.4417414141582,-984,1015,66831.145,-234.335,164.49643815544806,-710,482,81836.675,7206.266666666666,1
2922.82,1034.5726802664803,1304,4284,9607865.68,-3627.02,3107.4027998317197,-9844,-416,22762946.48,14258.22,1117.9794190894293,11460,15512,204540466.2,-121.145,856.3275649349008,-3323,3306,744306.525,30.83,190.4938335039092,-770,752,37056.95,-219.315,122.49001918113562,-596,278,63027.855,6936.02,1
2008.34,765.4310864739579,12,3984,4616384.88,-1873.84,1018.3726373694029,-4592,2044,4543173.76,15023.52,448.7113089659875,13980,18972,225906488.3,-230.15,754.9936453524712,-3232,4178,620134.35,28.105,307.1741587340476,-1477,796,94674.075,-223.005,285.50120783171275,-2068,1101,130834.615,6311.766666666666,1
2027.36,495.0466507,12,2928,4354034.4,-2451.3,761.0517385458879,-4592,2044,6585175.44,14977.54,440.73938378832287,13980,18972,224519984.4,-204.925,719.1400359677233,-3232,4178,556570.835,-10.66,291.61664172101564,-1477,796,84728.7,-214.13,298.0605198065263,-2068,1101,134247.53,6495.266666666666,1
2068.1,303.29922866791594,792,3028,4368568.08,-1263.24,1191.0941477245697,-3140,820,3007387.04,15035.96,326.32147789361545,13668,16764,226186046.4,-89.86,539.0241978141108,-1368,3293,297169.17,13.205,275.80510374403207,-960,991,75862.485,-181.63,376.1633253477582,-1231,1665,173780.81,6163.966666666666,1
2370.72,525.7004531405321,792,3748,5895292.48,-733.38,856.8671320631048,-2536,1928,1268396.4,15028.56,347.03581325043666,13668,16764,225977447.4,-149.735,577.5790357063154,-2142,3293,354350.125,-30.405,312.1401582091516,-960,991,97868.785,-163.065,511.1781649843662,-1336,1665,286586.795,6094.18,1
3007.12,418.62587559608994,1644,3752,9217142.08,-1621.7,720.9151568087489,-2936,1928,3147030.96,14908.54,279.0198717729996,14008,16184,222342027.8,-227.36,459.7293287124414,-2142,1442,261986.87,-8.135,294.7694726,-901,991,86520.775,-177.805,436.9541412813415,-1336,1562,221588.895,6520.88,1
2985.96,479.4070022109025,1640,4120,9144639.04,-2066.56,748.6312914,-4196,292,4828316.8,14904.08,388.59581461420606,13536,16184,222281852.3,-227.98,712.9164529906177,-3372,2612,557683.5,47.015,477.3733879602667,-1746,2955,228956.335,-310.33,556.2275582735133,-2920,1832,404146.86,6653.173333333333,1
2352.96,733.2044614645753,648,4120,6071321.6,-1468.96,1101.303475489671,-4196,640,3364648.48,15048.9,394.44513537895307,13536,16044,226624200.2,-185.38,750.0361234851714,-3372,2887,594107.16,88.765,462.81803382883203,-1746,2955,221008.755,-291.5,530.7283702752994,-2920,1832,365236.49,6307.766666666666,1
1972.58,749.4194360004792,536,3948,4449893.2,80,1812.5909604623291,-3120,5348,3275458.56,15067.4,318.97694502469363,14056,15772,227127780.3,-116.115,788.3339864205581,-3221,3557,631845.815,34.375,303.32880873077346,-883,1342,92729.965,-171.43,198.23133813069373,-1043,808,68487.43,6113.406666666667,1
2886.44,1113.0571447312066,536,4408,9564237.6,-26.52,2305.2342209997537,-5748,5348,5288237.6,14838.44,466.50800097626876,12752,15968,220395843.2,-192.49,1213.553882209243,-5098,5155,1502401.86,-51.4,254.46536722229587,-883,1312,67070.82,-185.73,144.40373712782647,-506,808,55243.81,6464.293333333333,1
2507.48,1495.0144449311397,540,4408,8511348.8,-629.34,1556.3637702435228,-5748,2348,2806225.68,14917.62,452.54658062810614,12752,15968,222739160.9,-254.885,1052.0540912087865,-5098,5155,1166250.085,29.8,293.6755636470578,-710,1576,86702.15,-193.375,108.73287712481076,-485,308,49157.615,6148.266666666666,1
1427.96,915.9373694328767,136,3856,2873816.32,-708.66,1040.8103358325566,-3680,968,1580068.72,15116.1,314.20492304918093,13960,16124,228594710.3,-266.215,639.4152155402008,-4017,1612,477677.985,78.835,536.4280876699187,-1184,3504,292531.275,-130.045,448.4579194333762,-1811,1876,217020.635,5806.013333333333,1
1369.06,724.4598309314091,116,3288,2396543.12,-106.06,2466.0966729635743,-3680,6220,6062473.36,14988.9,434.37786621013083,13788,16124,224854863.9,-60.31,840.9604188248998,-4017,3681,707315.65,23.28,502.26971432652414,-1184,3504,251555.45,-172.595,479.41900660536226,-1811,1876,258482.405,6063.153333333334,1
1043.3,700.6352250586356,-592,2880,1576910.16,550.44,3530.9572216191636,-4640,6564,12708304.8,14764.4,486.8813275693353,12688,15816,218223375.5,-240.63,924.3130237801738,-3783,3681,907985.59,-82.46,805.0176429291073,-9778,2216,651612.79,-245.68,331.53158758682287,-3210,768,169722.29,6261.953333333333,1
2050.64,1275.644879932692,-592,5020,5824257.92,-1257.06,3622.6520056680647,-6236,6564,14638189.36,14629.2,510.3724130475706,12688,15816,214272670.2,-311.725,938.3898533977224,-3783,3058,973345.115,-115.745,862.9027265878605,-9778,2216,754275.015,-238.905,390.4296254604483,-3210,768,208748.715,6623.886666666666,1
2999.74,504.6789838936426,1736,5020,9251867.44,-1984.26,1911.845375,-6236,884,7574164.72,14822.3,505.6149348185413,13124,16040,219954945.5,-148.08,1114.931777258007,-10006,3058,1258785.19,22.09,568.7500107902147,-2056,2819,322347.16,-230.435,337.3291874095569,-1966,394,166322.315,6617.873333333333,1
2833.72,435.7317897087772,1980,4224,8218881.92,-1600.72,580.7266645285649,-2924,148,2897861.76,14990.86,337.35509884032854,13124,16040,224839123,-272.435,947.7733682494007,-10006,2490,968003.815,40.84,500.9470973784151,-1682,2819,251361.16,-172.53,315.6584234604037,-1966,1214,128908.64,6475.593333333333,1
2699,266.7153640627695,1828,4224,7355382.4,-2303.26,638.5185212,-3624,-900,5710674,14905.58,284.17247151657597,13256,15656,222256665.4,-231.365,528.429171,-1456,3730,331370.965,-5.515,304.97326643692236,-1163,1087,92574.065,-160.965,309.06242360309204,-1594,1214,120951.715,6635.946666666667,1
2069,485.2996794708115,1248,3276,4515099.2,-5378.32,830.0591355091582,-6508,-3404,29611879.2,14204.52,328.71409214066153,13288,14888,201875901.1,-234.16,410.6134574722149,-2232,670,222591.3,30.97,161.04607505759736,-631,465,26765.3,-203.55,104.98967405555395,-641,29,52400.32,7217.28,1
812.52,1092.0306885447944,-1256,2416,1846757.12,-4442.24,2244.8295975441097,-6744,-404,24747559.84,14420.08,586.7244168317292,13288,16088,208281231.5,-68.295,593.2774974,-1444,3329,354882.505,100.33,214.45738727023107,-377,1105,55828.12,-194.395,121.87318961417917,-758,395,52568.225,6710.8133333333335,1
-300.84,1043.9695091717965,-1764,1592,1174927.68,-3056.96,2791.2141336881523,-8632,-404,17096926.4,14626.92,797.1252580271965,12408,16088,214579020.3,-267.62,849.6780564413735,-3358,3329,789963.5,40.08,294.51128686427666,-1209,1105,87909.62,-259.985,252.32790498311087,-1532,417,130943.225,6233.08,1
62.18,992.9446626653361,-1764,1504,984875.76,-5909,3721.7012752113174,-10616,-480,48698086.08,13559,1296.1034607254633,11192,15584,185517965.8,-313.96,952.1890137939787,-3358,4342,1000701.48,-17.595,273.0274545346095,-1356,620,74480.855,-215.31,355.0787072491232,-1532,1765,171808.88,6796.38,1
563.42,441.11387515501184,-176,2320,511050.64,-7474.88,1671.8453036079566,-10616,-4308,58654922.4,13303.3,946.8965388448634,11192,14876,177869920.9,-91.335,778.2659004698656,-1569,4342,611011.405,-15.97,256.8725493959326,-1356,453,65908.63,-159.11,281.11597045387003,-998,1765,103947.05,7115.1866666666665,1
1487.54,1163.6617428008412,-176,3532,3560113.36,-5785.78,825.3229071736272,-6836,-4308,34153002.32,14087.56,353.9968009394674,13188,14876,198584033.9,-210.71,423.1404080498849,-1569,1358,222551.27,-31.675,215.02415284458783,-824,560,47007.515,-211.02,127.0445638586325,-998,142,60589.06,7121.493333333333,1
2004.46,907.9635772917558,-956,5108,4838135.76,-4041.5,2538.4400365372976,-6780,4092,22745181.68,14406.82,634.8555548133661,12392,15988,207957488.9,-142.14,2055.155451553544,-9318,14007,4222749.39,56.96,786.7389588336995,-3614,4352,619107.84,-162.445,1160.2808605470311,-7371,6633,1365908.795,6943.26,1
1135.46,751.8926126146756,-956,5108,1851785.2,-2611.08,2134.348738205968,-6780,4092,11350406.08,14824.92,603.1652137,12392,15988,220140242.2,-105.95,2056.6906646235716,-9318,14007,4220052.01,57.475,783.9417405893062,-3614,4352,614795.205,-166.745,1162.5319577279129,-7371,6633,1372527.045,6316.153333333334,1
947.14,283.8466221828668,372,1728,977240.24,-2486.8,174.34489009867076,-2988,-1676,6214418.4,15034.66,207.74444196134138,14440,15956,226083943.3,-223.365,339.1259853575417,-1887,1461,164323.325,-15.55,175.94005231910742,-1050,461,31041.93,-221.22,131.89028331977627,-609,217,66246.36,6156.2,1
1544.18,587.4791796588738,520,2696,2727898,-1171.96,2661.8714840102507,-3732,4832,8423622.24,14945.52,302.2075056685589,14164,16004,223459440.8,-83.12,734.5748270138394,-2110,4318,543811.11,0.165,250.14132241775752,-1093,968,62257.855,-218.75,175.2577642205845,-684,853,78413.27,6429.806666666666,1
1613.6,527.0824980958815,180,2696,2880131.84,2551.56,3332.439582988918,-3732,5384,17560086.24,14605.48,377.0159075859589,13932,16004,213461476.3,-192.385,1044.306274,-7134,4318,1122134.705,42.68,244.92769438629625,-1129,968,61511.21,-246.855,272.0357721,-2839,853,134570.835,6738.1866666666665,1
1712.3,619.6009008885554,180,3000,3313957.04,1226.14,3766.537220520705,-3308,5384,15619287.92,14650.12,367.6379932356717,13932,15604,214760497.9,-399.4,897.6777073825875,-7134,1062,961316.5,17.135,236.30809200434433,-1140,920,55855.915,-222.24,266.92718672903175,-2839,672,120284.49,6686.346666666666,1
2019.02,433.3849932355862,812,3000,4263325.2,-2626.18,593.3577798212237,-3452,348,7247134.48,14917.96,273.32782312540445,13536,15604,222619865.1,-296.01,630.9345783,-4811,1668,483709.97,16.685,245.62842341010673,-1140,1049,60310.045,-184.32,187.73521286842745,-1127,672,69042.15,6522.213333333333,1
1367.9,554.7977222040606,72,2516,2177411.92,-2893.08,539.5892292118209,-3680,-828,8659612.64,14927.78,336.21677560913736,13536,16204,222951092.2,-219.055,644.6634056,-2922,2431,461498.045,28.28,292.7571096,-1470,1277,86077.95,-208.785,249.42077376781324,-1699,732,105490.845,6396.253333333333,1
788.74,251.90508781350894,72,1548,685249.68,-3221.56,774.4189239350648,-5148,-828,10975174.88,14914.06,342.6794748924464,14088,16204,222546027.8,-220.205,633.9545843751358,-2922,2431,448379.165,7.815,292.0555305754344,-1470,1277,84931.025,-222.6,265.4630353092082,-1699,732,119669.03,6308.12,1
569.94,203.96865558784162,-140,1084,366226.8,-4577.52,1323.4154418620003,-6420,-2224,22696360.64,14531.28,472.01511942396945,12524,15660,211379782.7,-252.34,562.2596857,-2471,1639,378230.75,21.255,188.05011086404573,-483,811,35637.805,-231.04,205.27226288407243,-1229,361,95305.5,6560.046666666667,1
353.42,514.5615722712798,-2800,1080,388355.44,-4747.42,2169.8589592679928,-7056,3200,27222743.12,14363.82,549.0383439392716,12524,16584,206619260.9,-52.75,1057.7479763190452,-2234,6608,1116019.19,59.84,366.73792814447006,-1015,1995,137405.05,-217.29,300.7512134003935,-1294,916,137213.98,6604.06,1
-394.94,822.7673345692394,-2800,1080,829538.96,524.1,4750.985855905601,-7056,5652,22733688.08,14426.18,513.8366551,13464,16584,208377377.4,30.325,1085.5640866878994,-2287,6608,1173476.745,38.11,402.39386427982504,-1015,1995,162563.59,-194.705,336.54185486411177,-1294,1312,150604.155,6570.113333333334,1
-859.4,280.5323725709771,-2096,-324,816873.28,5088.18,577.4078686978304,2164,5752,26221308.56,14259.96,259.23055530554285,13648,15580,203413323.7,-159.105,543.1977938016269,-2287,4330,318902.925,-7.74,197.209942,-974,1635,38757.21,-189.255,204.98145516070227,-831,1312,77624.765,6735.846666666666,1
-86.34,1124.4172245542895,-1208,8116,1265447.12,4029,2523.412182982822,-1716,5752,22568612,14432.08,550.8698590484328,13624,16624,208586873.4,-313.66,916.7797225607102,-8672,3356,934665.23,-70.625,555.1476551061431,-4206,2143,311635.865,-218.24,242.5423806928612,-2271,832,106161.37,6570.033333333334,1
1326,1276.0713579391881,-1208,8116,3378492.32,328.5,3255.6425652339067,-3308,5596,10654124.72,14807.68,544.8818392,13560,16624,219562798.7,-322.93,1001.0205270512135,-8672,3356,1101315.67,-86.735,588.8562329554238,-4206,2143,352540.865,-218.375,267.0020315,-2271,832,118621.275,6386.82,1
2382.54,405.13570950433126,1400,2956,5839811.12,-1843.78,602.7336316763557,-3308,-680,3760996.08,14966.94,266.0512597,13560,15744,224079722.3,-240.56,517.9611909949281,-2506,1558,324811.49,-20.385,224.45829099631166,-1044,1161,50545.165,-197.085,135.23735982509533,-822,279,57040.195,6397.753333333333,1
2780.94,407.334165,2224,4700,7898718.8,-1893.72,520.4229451,-4184,-496,3855661.28,14957.52,345.335391,13092,17208,223846064.8,-286,523.1166554181575,-3823,1374,354078.78,-22.365,290.50405298204527,-1942,1076,84470.835,-203.56,141.18930020529996,-1015,154,61271.42,6544.06,1
3005.36,523.9656193,1808,4700,9305356,-3407,1334.712993069801,-5452,-496,13380200.48,14633.04,487.1745618034071,13092,17208,214362012,-267.48,668.7139984016271,-3823,2923,516488.07,7.86,334.55993806910595,-1942,1076,111432.48,-170.58,220.36544248408376,-1015,1012,77415.66,7015.133333333333,1
2783.4,554.0928572652438,240,4128,8052799.36,-4728.3,1053.5367141396644,-7164,-2116,23461210.8,14338.42,558.6130559982091,13156,16820,205900776.4,-230.615,1039.7530711760849,-4537,3813,1128864.295,38.09,351.8231795,-1887,1161,124611.5,-135.825,507.3259033759078,-1882,2327,274541.105,7283.373333333333,1
